meta_analysis,file_name,es_index,metric,yi,sei,vi,meta_k,meta_metric,meta_avgES,meta_medSE,meta_I_sq,meta_FE_est,meta_RE_est,meta_WLS_est,meta_WW_est,meta_PP_est,meta_pow_WL,meta_pow_PP,meta_pow_WW,is_adequately_powered_WLS,is_adequately_powered_PP,is_adequately_powered_WW,power_individual
Balliet68,Balliet68.dta,11,d,0.27,0.08163265306122448,0.006663890045814243,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,TRUE,TRUE,TRUE,0.9110903732839672
Balliet68,Balliet68.dta,12,d,0.06,0.0816326530612245,0.006663890045814245,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,TRUE,TRUE,TRUE,0.11028761025285128
Balliet68,Balliet68.dta,13,d,0.06,0.0816326530612245,0.006663890045814245,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,TRUE,TRUE,TRUE,0.11028761025285128
Balliet68,Balliet68.dta,14,d,0.24,0.08163265306122451,0.006663890045814248,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,TRUE,TRUE,TRUE,0.8364569406723075
Balliet68,Balliet68.dta,15,d,0,0.08673469387755103,0.007522907122032489,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,TRUE,FALSE,TRUE,0.024997895148220373
Balliet68,Balliet68.dta,16,d,0.47,0.08673469387755105,0.0075229071220324914,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,TRUE,FALSE,TRUE,0.9997287298762897
Balliet68,Balliet68.dta,17,d,0.58,0.09183673469387758,0.008433985839233658,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,TRUE,FALSE,TRUE,0.999993363507678
Balliet68,Balliet68.dta,18,d,0.4,0.09693877551020405,0.009397126197417737,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,FALSE,FALSE,FALSE,0.9848564680147263
Balliet68,Balliet68.dta,19,d,-0.15,0.09693877551020408,0.009397126197417742,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,FALSE,FALSE,FALSE,0.33993828050513886
Balliet68,Balliet68.dta,20,d,0.27,0.10204081632653059,0.01041232819658475,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,FALSE,FALSE,FALSE,0.7536434457978014
Balliet68,Balliet68.dta,21,d,0.25,0.10204081632653061,0.010412328196584757,164,d,0.3003658536585366,0.21428571428571425,0,0.25854407401894414,0.2878238449438188,0.25854407401894397,0.259190372986096,0.23676884181452534,0.22558647295492218,0.19625377967809632,0.2264933908409703,FALSE,FALSE,FALSE,0.6879330505826093
